Temps(s),U(V),Itot(A),IC(A),IRL(A)
-4.449000e-02,-312,-6,0,-6.4
-4.448000e-02,-312,-6,0.4,-6.4
-4.447000e-02,-306,-6,0.2,-6.2
-4.446000e-02,-306,-5.8,0.2,-6.4
-4.445000e-02,-312,-6,0.2,-6.4
-4.444000e-02,-312,-6,0.2,-6.4
-4.443000e-02,-312,-6,0,-6.2
-4.442000e-02,-318,-5.8,0.4,-6.2
-4.441000e-02,-318,-5.8,0.2,-6.4
-4.440000e-02,-306,-6.2,0.2,-6.4
-4.439000e-02,-312,-6,0.4,-6.6
-4.438000e-02,-312,-6.2,0.4,-6.4
-4.437000e-02,-312,-6,0.2,-6.4
-4.436000e-02,-312,-6.2,0.2,-6.4
-4.435000e-02,-312,-6,0.2,-6.6
-4.434000e-02,-306,-6.2,0.4,-6.4
-4.433000e-02,-312,-6,0.2,-6.6
-4.432000e-02,-306,-6,0.2,-6.6
-4.431000e-02,-306,-6,0.2,-6.6
-4.430000e-02,-306,-6,0.4,-6.4
-4.429000e-02,-306,-6.2,0.4,-6.6
-4.428000e-02,-306,-6.2,0.4,-6.6
-4.427000e-02,-306,-6,0.4,-6.8
-4.426000e-02,-312,-6,0.4,-6.6
-4.425000e-02,-312,-6.2,0.4,-6.6
-4.424000e-02,-312,-6.2,0.4,-6.6
-4.423000e-02,-312,-6.2,0.2,-6.8
-4.422000e-02,-312,-6.2,0.4,-6.6
-4.421000e-02,-312,-6.2,0.4,-6.6
-4.420000e-02,-306,-6,0.4,-6.6
-4.419000e-02,-312,-6,0.4,-6.6
-4.418000e-02,-312,-6.2,0.6,-6.6
-4.417000e-02,-306,-6,0.6,-6.8
-4.416000e-02,-306,-6,0.6,-6.8
-4.415000e-02,-306,-6.2,0.6,-7
-4.414000e-02,-306,-6.2,0.8,-6.8
-4.413000e-02,-306,-6.2,0.6,-6.8
-4.412000e-02,-306,-6,0.6,-6.8
-4.411000e-02,-306,-6,0.8,-6.8
-4.410000e-02,-306,-6,1,-6.8
-4.409000e-02,-312,-6,0.8,-6.8
-4.408000e-02,-306,-6,1,-6.8
-4.407000e-02,-306,-6,0.8,-6.8
-4.406000e-02,-312,-6,1,-7
-4.405000e-02,-312,-6,1.2,-6.8
-4.404000e-02,-306,-5.6,1.2,-7
-4.403000e-02,-306,-5.8,1.4,-7
-4.402000e-02,-300,-5.8,1,-7
-4.401000e-02,-306,-5.6,1.2,-7
-4.400000e-02,-306,-5.6,1.4,-7
-4.399000e-02,-300,-5.6,1.4,-7
-4.398000e-02,-300,-5.4,1.4,-7.2
-4.397000e-02,-306,-5.4,1.6,-7
-4.396000e-02,-306,-5.4,1.4,-7.2
-4.395000e-02,-300,-5.4,1.6,-7.2
-4.394000e-02,-306,-5.2,1.6,-7.2
-4.393000e-02,-300,-5.4,1.6,-7.2
-4.392000e-02,-294,-5.2,1.6,-7
-4.391000e-02,-294,-5.2,1.8,-7.4
-4.390000e-02,-294,-5.2,2,-7.2
-4.389000e-02,-306,-5.2,2,-7.2
-4.388000e-02,-300,-5.2,1.8,-7.2
-4.387000e-02,-300,-5.2,1.8,-7.4
-4.386000e-02,-300,-5.2,2,-7.2
-4.385000e-02,-300,-5,2.2,-7.4
-4.384000e-02,-300,-5.2,2.2,-7.4
-4.383000e-02,-294,-5.2,2,-7.4
-4.382000e-02,-294,-5,2.2,-7.4
-4.381000e-02,-300,-5.2,2,-7.4
-4.380000e-02,-300,-5.2,2.2,-7.4
-4.379000e-02,-294,-5.2,2.2,-7.4
-4.378000e-02,-300,-5,2.4,-7.4
-4.377000e-02,-300,-5.2,2.2,-7.4
-4.376000e-02,-294,-5.2,2.2,-7.4
-4.375000e-02,-294,-5.2,2.2,-7.4
-4.374000e-02,-294,-5.2,2.2,-7.4
-4.373000e-02,-294,-5.2,2.2,-7.8
-4.372000e-02,-294,-5.2,2,-7.6
-4.371000e-02,-294,-5.2,2.4,-7.6
-4.370000e-02,-294,-5,2.2,-7.6
-4.369000e-02,-294,-5.2,2.4,-7.4
-4.368000e-02,-282,-5,2.2,-7.4
-4.367000e-02,-288,-5.2,2,-7.6
-4.366000e-02,-294,-5.4,2.2,-7.6
-4.365000e-02,-288,-5.2,2.2,-7.6
-4.364000e-02,-294,-5.4,2.2,-7.6
-4.363000e-02,-294,-5.2,2,-7.6
-4.362000e-02,-288,-5.2,2.2,-7.6
-4.361000e-02,-288,-5.2,2.2,-7.6
-4.360000e-02,-288,-5.2,2,-7.6
-4.359000e-02,-282,-5.2,2,-7.6
-4.358000e-02,-288,-5.4,2.2,-7.6
-4.357000e-02,-282,-5.4,2.2,-7.4
-4.356000e-02,-282,-5.2,2.4,-7.6
-4.355000e-02,-282,-5.2,2.2,-7.6
-4.354000e-02,-282,-5.2,2.2,-7.6
-4.353000e-02,-282,-5.2,2.2,-7.6
-4.352000e-02,-282,-5.2,2.4,-7.8
-4.351000e-02,-288,-5.2,2.4,-7.8
-4.350000e-02,-282,-5.2,2.4,-7.8
-4.349000e-02,-282,-5.2,2.6,-7.8
-4.348000e-02,-282,-5.2,2.6,-7.8
-4.347000e-02,-288,-5.2,2.4,-7.8
-4.346000e-02,-282,-5.2,2.4,-8
-4.345000e-02,-282,-5.2,2.4,-7.8
-4.344000e-02,-282,-5,2.4,-8
-4.343000e-02,-282,-5.2,2.8,-7.8
-4.342000e-02,-276,-5,2.6,-7.8
-4.341000e-02,-282,-5,2.4,-8
-4.340000e-02,-276,-5,2.6,-7.8
-4.339000e-02,-276,-4.8,2.6,-8
-4.338000e-02,-282,-5,2.6,-8
-4.337000e-02,-282,-4.8,2.6,-7.8
-4.336000e-02,-282,-4.8,3,-8
-4.335000e-02,-276,-4.8,2.8,-8
-4.334000e-02,-276,-4.8,3,-8
-4.333000e-02,-276,-4.6,3,-7.8
-4.332000e-02,-270,-4.8,3,-8.2
-4.331000e-02,-276,-4.6,3,-8.2
-4.330000e-02,-276,-4.6,3.2,-8
-4.329000e-02,-270,-4.6,3,-8
-4.328000e-02,-276,-4.6,3,-7.8
-4.327000e-02,-270,-4.6,3.4,-8.2
-4.326000e-02,-270,-4.6,3.4,-8
-4.325000e-02,-270,-4.4,3.4,-8
-4.324000e-02,-276,-4.4,3.6,-8.2
-4.323000e-02,-270,-4.4,3.6,-8.2
-4.322000e-02,-270,-4.2,3.4,-8
-4.321000e-02,-270,-4.2,3.6,-8.2
-4.320000e-02,-270,-4.2,3.4,-8
-4.319000e-02,-270,-4.4,3.6,-8.2
-4.318000e-02,-270,-4.2,3.6,-8
-4.317000e-02,-264,-4.2,3.6,-8.2
-4.316000e-02,-264,-4.2,3.6,-8.2
-4.315000e-02,-258,-4.4,3.6,-8.2
-4.314000e-02,-258,-4.2,3.6,-8
-4.313000e-02,-258,-4,3.6,-8.2
-4.312000e-02,-264,-4.2,3.8,-8
-4.311000e-02,-258,-4.2,3.6,-8.2
-4.310000e-02,-264,-4.2,3.8,-8.2
-4.309000e-02,-258,-4.2,3.6,-8
-4.308000e-02,-258,-4.2,4,-8.2
-4.307000e-02,-264,-4,3.8,-8.4
-4.306000e-02,-258,-4,4,-8
-4.305000e-02,-258,-4.2,3.8,-8.2
-4.304000e-02,-258,-4.2,3.6,-8
-4.303000e-02,-258,-4.2,3.8,-8.4
-4.302000e-02,-258,-4,3.6,-8.2
-4.301000e-02,-258,-4.2,4,-8.2
-4.300000e-02,-252,-4.2,3.6,-8.2
-4.299000e-02,-258,-4.2,3.6,-8.2
-4.298000e-02,-258,-4.2,3.8,-8.4
-4.297000e-02,-246,-4.2,3.8,-8.2
-4.296000e-02,-252,-4.2,3.6,-8.2
-4.295000e-02,-252,-4.4,3.8,-8.2
-4.294000e-02,-246,-4.2,3.6,-8.2
-4.293000e-02,-246,-4.4,3.8,-8.4
-4.292000e-02,-246,-4.4,3.4,-8.4
-4.291000e-02,-246,-4.4,3.6,-8.2
-4.290000e-02,-246,-4.4,3.4,-8.2
-4.289000e-02,-252,-4.6,3.8,-8.4
-4.288000e-02,-246,-4.4,3.6,-8.4
-4.287000e-02,-246,-4.4,3.6,-8.4
-4.286000e-02,-246,-4.4,3.8,-8.4
-4.285000e-02,-246,-4.4,3.8,-8.2
-4.284000e-02,-246,-4.4,3.6,-8.2
-4.283000e-02,-240,-4.4,3.6,-8.4
-4.282000e-02,-240,-4.4,3.4,-8.2
-4.281000e-02,-234,-4.6,3.6,-8.4
-4.280000e-02,-240,-4.6,3.6,-8.6
-4.279000e-02,-246,-4.6,3.6,-8.4
-4.278000e-02,-234,-4.8,3.4,-8.4
-4.277000e-02,-240,-4.6,3.6,-8.4
-4.276000e-02,-234,-4.8,3.4,-8.2
-4.275000e-02,-240,-4.8,3.6,-8.6
-4.274000e-02,-234,-4.8,3.4,-8.4
-4.273000e-02,-234,-4.8,3.4,-8.4
-4.272000e-02,-240,-4.4,3.2,-8.4
-4.271000e-02,-228,-4.8,3.6,-8.6
-4.270000e-02,-234,-4.6,3.4,-8.6
-4.269000e-02,-228,-4.8,3.4,-8.4
-4.268000e-02,-234,-4.6,3.4,-8.6
-4.267000e-02,-228,-4.8,3.2,-8.4
-4.266000e-02,-234,-4.8,3.4,-8.6
-4.265000e-02,-228,-4.6,3.2,-8.2
-4.264000e-02,-222,-4.8,3.2,-8.4
-4.263000e-02,-228,-4.6,3.6,-8.6
-4.262000e-02,-228,-4.6,3.4,-8.4
-4.261000e-02,-222,-4.4,3.6,-8.4
-4.260000e-02,-228,-4.4,3.6,-8.6
-4.259000e-02,-228,-4.6,3.8,-8.6
-4.258000e-02,-228,-4.8,3.6,-8.6
-4.257000e-02,-228,-4.6,3.8,-8.6
-4.256000e-02,-222,-4.4,3.8,-8.4
-4.255000e-02,-222,-4.6,3.6,-8.2
-4.254000e-02,-234,-4.4,4,-8.6
-4.253000e-02,-216,-4.6,4.2,-8.6
-4.252000e-02,-216,-4.4,3.8,-8.4
-4.251000e-02,-216,-4.2,4,-8.6
-4.250000e-02,-228,-4.2,4,-8.4
-4.249000e-02,-222,-4.2,4,-8.6
-4.248000e-02,-216,-4.2,4.2,-8.6
-4.247000e-02,-216,-4.2,4.2,-8.4
-4.246000e-02,-222,-3.8,4.4,-8.4
-4.245000e-02,-216,-4,4.2,-8.4
-4.244000e-02,-216,-3.8,4.4,-8.8
-4.243000e-02,-210,-3.6,4.4,-8.6
-4.242000e-02,-210,-3.8,4.6,-8.4
-4.241000e-02,-210,-3.8,4.4,-8.6
-4.240000e-02,-210,-3.8,4.6,-8.4
-4.239000e-02,-210,-3.8,4.8,-8.4
-4.238000e-02,-210,-3.4,4.6,-8.6
-4.237000e-02,-216,-3.8,4.4,-8.4
-4.236000e-02,-204,-3.8,4.8,-8.4
-4.235000e-02,-210,-3.6,4.6,-8.6
-4.234000e-02,-210,-3.6,4.6,-8.6
-4.233000e-02,-210,-3.6,4.8,-8.6
-4.232000e-02,-204,-3.6,4.6,-8.4
-4.231000e-02,-204,-3.6,4.6,-8.6
-4.230000e-02,-204,-3.8,4.4,-8.4
-4.229000e-02,-204,-3.6,4.6,-8.6
-4.228000e-02,-198,-3.6,4.4,-8.6
-4.227000e-02,-204,-3.6,4.6,-8.6
-4.226000e-02,-198,-3.8,4.6,-8.6
-4.225000e-02,-204,-3.8,4.4,-8.6
-4.224000e-02,-204,-3.6,4.4,-8.8
-4.223000e-02,-192,-3.8,4.2,-8.6
-4.222000e-02,-192,-3.8,4.4,-8.6
-4.221000e-02,-198,-3.8,4.4,-8.6
-4.220000e-02,-198,-3.8,4.4,-8.8
-4.219000e-02,-198,-3.8,4.2,-8.6
-4.218000e-02,-198,-4,4.2,-8.8
-4.217000e-02,-192,-4.2,4,-8.6
-4.216000e-02,-192,-4.2,4.2,-8.6
-4.215000e-02,-192,-4.2,4,-8.4
-4.214000e-02,-192,-4.2,4,-8.6
-4.213000e-02,-192,-4.2,4,-8.8
-4.212000e-02,-192,-4.2,4,-8.6
-4.211000e-02,-192,-4.4,3.8,-8.8
-4.210000e-02,-192,-4.2,3.8,-8.6
-4.209000e-02,-180,-4.2,3.8,-8.6
-4.208000e-02,-192,-4.4,3.8,-8.6
-4.207000e-02,-186,-4.4,3.8,-8.6
-4.206000e-02,-180,-4.2,3.8,-8.6
-4.205000e-02,-186,-4.6,3.8,-8.6
-4.204000e-02,-180,-4.4,3.8,-8.6
-4.203000e-02,-186,-4.6,3.8,-8.4
-4.202000e-02,-180,-4.6,3.8,-8.6
-4.201000e-02,-180,-4.6,3.8,-8.4
-4.200000e-02,-180,-4.6,4,-8.4
-4.199000e-02,-186,-4.6,3.6,-8.8
-4.198000e-02,-180,-4.4,3.6,-8.6
-4.197000e-02,-180,-4.2,3.8,-8.6
-4.196000e-02,-180,-4.4,3.6,-8.6
-4.195000e-02,-180,-4.6,3.8,-8.4
-4.194000e-02,-180,-4.6,3.8,-8.6
-4.193000e-02,-174,-4.4,4,-8.4
-4.192000e-02,-180,-4.2,3.6,-8.6
-4.191000e-02,-180,-4.4,3.6,-8.4
-4.190000e-02,-174,-4.2,3.8,-8.6
-4.189000e-02,-180,-4.2,4,-8.6
-4.188000e-02,-174,-4.2,4.2,-8.6
-4.187000e-02,-174,-4.4,3.8,-8.6
-4.186000e-02,-174,-4.2,4,-8.6
-4.185000e-02,-174,-4.2,4.2,-8.6
-4.184000e-02,-174,-4.2,4.2,-8.6
-4.183000e-02,-174,-4.2,4,-8.6
-4.182000e-02,-168,-4.4,4.2,-8.6
-4.181000e-02,-174,-4.2,4.2,-8.4
-4.180000e-02,-168,-4.2,4.2,-8.6
-4.179000e-02,-162,-4,4,-8.4
-4.178000e-02,-162,-4,4,-8.6
-4.177000e-02,-168,-4.2,4.2,-8.4
-4.176000e-02,-162,-3.8,4.2,-8.6
-4.175000e-02,-162,-4,4.2,-8.6
-4.174000e-02,-162,-4,4.4,-8.6
-4.173000e-02,-162,-4,4.4,-8.6
-4.172000e-02,-162,-4.2,4.4,-8.8
-4.171000e-02,-162,-4,4.4,-8.6
-4.170000e-02,-162,-3.8,4.6,-8.6
-4.169000e-02,-162,-3.8,4.4,-8.4
-4.168000e-02,-162,-4,4.4,-8.6
-4.167000e-02,-162,-3.6,4.6,-8.6
-4.166000e-02,-156,-3.6,4.2,-8.6
-4.165000e-02,-156,-3.6,4.6,-8.8
-4.164000e-02,-150,-3.8,4.8,-8.8
-4.163000e-02,-156,-3.8,4.6,-8.4
-4.162000e-02,-156,-3.8,5,-8.6
-4.161000e-02,-156,-3.8,4.6,-8.4
-4.160000e-02,-150,-3.6,4.8,-8.4
-4.159000e-02,-150,-3.6,4.6,-8.6
-4.158000e-02,-156,-3.6,4.8,-8.4
-4.157000e-02,-150,-3.6,4.6,-8.4
-4.156000e-02,-150,-3.4,4.8,-8.6
-4.155000e-02,-138,-3.6,4.8,-8.6
-4.154000e-02,-150,-3.4,4.8,-8.6
-4.153000e-02,-144,-3.4,5,-8.6
-4.152000e-02,-144,-3.2,5,-8.4
-4.151000e-02,-144,-3.4,4.8,-8.4
-4.150000e-02,-144,-3.2,4.8,-8.4
-4.149000e-02,-138,-3.2,5,-8.4
-4.148000e-02,-144,-3.2,5,-8.6
-4.147000e-02,-138,-3.2,5,-8.6
-4.146000e-02,-144,-3,5.2,-8.4
-4.145000e-02,-138,-3,5.2,-8.6
-4.144000e-02,-132,-2.8,5,-8.2
-4.143000e-02,-144,-3,5.2,-8.4
-4.142000e-02,-138,-3,5.2,-8.6
-4.141000e-02,-132,-3,5.2,-8.4
-4.140000e-02,-138,-2.8,5.2,-8.6
-4.139000e-02,-132,-3,5.2,-8.6
-4.138000e-02,-132,-3,5.2,-8.4
-4.137000e-02,-138,-3.2,5.2,-8.4
-4.136000e-02,-132,-3,5.2,-8.4
-4.135000e-02,-132,-2.8,5.2,-8.6
-4.134000e-02,-126,-3.2,5.2,-8.4
-4.133000e-02,-126,-3,5.2,-8.4
-4.132000e-02,-126,-3,5,-8.4
-4.131000e-02,-120,-3,5,-8.4
-4.130000e-02,-120,-3,5,-8.4
-4.129000e-02,-132,-3.2,5,-8.2
-4.128000e-02,-126,-3.2,4.8,-8.6
-4.127000e-02,-132,-3,5,-8.4
-4.126000e-02,-132,-3.4,5,-8.4
-4.125000e-02,-126,-3.4,4.8,-8.2
-4.124000e-02,-120,-3.2,5,-8.4
-4.123000e-02,-114,-3.2,4.8,-8.4
-4.122000e-02,-126,-3.4,4.6,-8.2
-4.121000e-02,-114,-3.4,4.8,-8.4
-4.120000e-02,-114,-3.2,4.6,-8.4
-4.119000e-02,-120,-3.4,4.6,-8.4
-4.118000e-02,-120,-3.2,4.6,-8.6
-4.117000e-02,-120,-3.4,4.6,-8.4
-4.116000e-02,-108,-3.4,4.6,-8.2
-4.115000e-02,-114,-3.2,4.6,-8.4
-4.114000e-02,-114,-3.4,4.6,-8.2
-4.113000e-02,-108,-3.4,4.6,-8.2
-4.112000e-02,-102,-3.4,4.4,-8
-4.111000e-02,-108,-3.4,4.6,-8.2
-4.110000e-02,-108,-3.6,4.4,-8.4
-4.109000e-02,-102,-3.6,4.6,-8.2
-4.108000e-02,-108,-3.4,4.8,-8.2
-4.107000e-02,-102,-3.6,4.4,-8
-4.106000e-02,-102,-3.4,4.4,-8
-4.105000e-02,-96,-3.2,4.6,-8
-4.104000e-02,-102,-3.4,4.6,-8.2
-4.103000e-02,-108,-3.4,4.6,-8.2
-4.102000e-02,-102,-3,4.6,-8
-4.101000e-02,-102,-3.4,4.6,-8.4
-4.100000e-02,-102,-3.2,4.8,-8.2
-4.099000e-02,-102,-3.2,4.8,-8.2
-4.098000e-02,-102,-3,4.6,-8
-4.097000e-02,-96,-3,4.8,-8
-4.096000e-02,-96,-3,4.8,-8.2
-4.095000e-02,-102,-3,5,-8.2
-4.094000e-02,-96,-2.8,5,-8.2
-4.093000e-02,-96,-3,5,-7.8
-4.092000e-02,-90,-2.6,5.2,-8.2
-4.091000e-02,-90,-2.6,5,-8
-4.090000e-02,-90,-2.8,5,-8
-4.089000e-02,-96,-2.6,5.2,-8
-4.088000e-02,-84,-2.6,5.2,-8
-4.087000e-02,-90,-2.4,5.2,-8.2
-4.086000e-02,-90,-2.4,5.4,-8
-4.085000e-02,-90,-2.4,5.4,-8
-4.084000e-02,-90,-2.4,5.4,-8
-4.083000e-02,-90,-2.4,5.4,-8
-4.082000e-02,-84,-2.2,5.4,-8
-4.081000e-02,-90,-2.2,5.4,-8
-4.080000e-02,-84,-2.2,5.6,-7.8
-4.079000e-02,-78,-2.2,5.6,-7.8
-4.078000e-02,-84,-2.2,5.6,-7.8
-4.077000e-02,-84,-2.2,5.6,-8
-4.076000e-02,-78,-2,5.4,-8
-4.075000e-02,-84,-2,5.6,-8
-4.074000e-02,-78,-2.2,5.4,-8
-4.073000e-02,-72,-2.2,5.6,-8
-4.072000e-02,-84,-2.2,5.6,-7.6
-4.071000e-02,-72,-2,5.8,-7.8
-4.070000e-02,-72,-2,5.4,-8
-4.069000e-02,-78,-1.8,5.6,-7.8
-4.068000e-02,-72,-2,5.8,-7.6
-4.067000e-02,-78,-1.8,5.6,-8
-4.066000e-02,-60,-2,5.6,-7.8
-4.065000e-02,-66,-1.8,5.8,-7.6
-4.064000e-02,-72,-1.8,5.8,-7.8
-4.063000e-02,-66,-1.8,5.8,-7.6
-4.062000e-02,-66,-1.6,5.8,-7.8
-4.061000e-02,-60,-2,5.6,-7.8
-4.060000e-02,-66,-1.6,5.8,-7.8
-4.059000e-02,-60,-1.8,5.8,-7.8
-4.058000e-02,-60,-1.6,5.8,-7.6
-4.057000e-02,-54,-1.6,5.8,-7.6
-4.056000e-02,-54,-1.4,5.8,-7.8
-4.055000e-02,-54,-1.6,5.8,-7.6
-4.054000e-02,-60,-1.6,5.8,-7.4
-4.053000e-02,-54,-1.4,5.8,-7.8
-4.052000e-02,-60,-1.6,6,-7.8
-4.051000e-02,-54,-1.6,6,-7.6
-4.050000e-02,-54,-1.4,5.8,-7.4
-4.049000e-02,-54,-1.4,5.8,-7.6
-4.048000e-02,-48,-1.2,6.2,-7.6
-4.047000e-02,-54,-1.4,5.8,-7.6
-4.046000e-02,-54,-1.2,6.2,-7.6
-4.045000e-02,-42,-1,6,-7.6
-4.044000e-02,-48,-1.2,6.2,-7.6
-4.043000e-02,-48,-1,6.2,-7.4
-4.042000e-02,-48,-1.2,6,-7.4
-4.041000e-02,-48,-0.8,6.2,-7.4
-4.040000e-02,-48,-0.8,6.2,-7.6
-4.039000e-02,-42,-1,6.4,-7.4
-4.038000e-02,-42,-0.8,6.2,-7.6
-4.037000e-02,-42,-1,6.2,-7.4
-4.036000e-02,-42,-0.8,6.4,-7.4
-4.035000e-02,-36,-0.6,6.2,-7.4
-4.034000e-02,-30,-0.8,6.4,-7.2
-4.033000e-02,-36,-0.4,6.2,-7
-4.032000e-02,-36,-0.6,6.4,-7.4
-4.031000e-02,-36,-0.6,6.4,-7.4
-4.030000e-02,-30,-0.4,6.6,-7.4
-4.029000e-02,-30,-0.6,6.4,-7.4
-4.028000e-02,-30,-0.6,6.6,-7.4
-4.027000e-02,-30,-0.4,6.6,-7.4
-4.026000e-02,-30,-0.4,6.6,-7.2
-4.025000e-02,-30,-0.4,6.6,-7
-4.024000e-02,-24,-0.4,6.8,-7.2
-4.023000e-02,-24,-0.2,6.6,-7.2
-4.022000e-02,-24,-0.2,6.8,-7.2
-4.021000e-02,-30,-0.2,7,-7.2
-4.020000e-02,-24,-0.2,6.6,-7.2
-4.019000e-02,-24,-0.2,6.8,-7.2
-4.018000e-02,-18,0,6.8,-7
-4.017000e-02,-18,-0.2,7,-7.2
-4.016000e-02,-12,0,6.8,-7
-4.015000e-02,-12,0,7,-7
-4.014000e-02,-12,0,6.8,-7
-4.013000e-02,-12,0,6.8,-7
-4.012000e-02,-12,0.2,7,-6.8
-4.011000e-02,-6,0,6.8,-7.2
-4.010000e-02,-12,0.2,6.8,-6.8
-4.009000e-02,-12,0,6.8,-7
-4.008000e-02,-6,0.2,7,-6.8
-4.007000e-02,-6,0,7,-6.8
-4.006000e-02,-6,0,7,-7
-4.005000e-02,0,0.4,7.2,-7
-4.004000e-02,-6,0.4,6.8,-6.8
-4.003000e-02,-6,0.4,7,-6.8
-4.002000e-02,-6,0.6,7.2,-6.8
-4.001000e-02,0,0.6,7.2,-6.8
-4.000000e-02,0,0.4,7.2,-6.8
-3.999000e-02,0,0.4,7.2,-6.8
-3.998000e-02,0,0.6,7,-6.6
-3.997000e-02,6,0.6,7.2,-6.8
-3.996000e-02,6,0.6,7.2,-6.6
-3.995000e-02,6,0.6,7.2,-6.6
-3.994000e-02,0,0.6,7.2,-6.6
-3.993000e-02,6,0.6,7,-6.4
-3.992000e-02,12,0.8,7.2,-6.6
-3.991000e-02,12,0.8,7,-6.6
-3.990000e-02,12,0.6,7,-6.4
-3.989000e-02,6,0.6,7,-6.4
-3.988000e-02,12,0.6,7.2,-6.4
-3.987000e-02,12,0.8,7,-6.4
-3.986000e-02,12,0.6,7,-6.4
-3.985000e-02,18,0.8,7,-6.4
-3.984000e-02,12,0.6,7,-6.4
-3.983000e-02,18,0.6,6.8,-6.4
-3.982000e-02,18,0.6,6.8,-6.2
-3.981000e-02,18,0.6,6.8,-6.4
-3.980000e-02,24,0.6,6.8,-6.2
-3.979000e-02,18,0.6,6.8,-6.4
-3.978000e-02,24,0.6,7,-6.2
-3.977000e-02,24,0.6,6.4,-6.4
-3.976000e-02,24,0.4,6.8,-6.2
-3.975000e-02,24,0.4,6.6,-6.2
-3.974000e-02,30,0.6,6.6,-6.2
-3.973000e-02,36,0.4,6.6,-6.2
-3.972000e-02,30,0.6,6.6,-6.2
-3.971000e-02,30,0.4,6.6,-6.2
-3.970000e-02,36,0.4,6.4,-6.2
-3.969000e-02,30,0.4,6.6,-6.2
-3.968000e-02,30,0.4,6.2,-6
-3.967000e-02,30,0.4,6.4,-6.2
-3.966000e-02,42,0.2,6.4,-6.2
-3.965000e-02,36,0.6,6.2,-6
-3.964000e-02,42,0.4,6,-6
-3.963000e-02,36,0.2,6.2,-6
-3.962000e-02,42,0.4,6,-6
-3.961000e-02,42,0.6,6.2,-6
-3.960000e-02,42,0.4,6.2,-5.8
-3.959000e-02,48,0.2,5.8,-5.8
-3.958000e-02,42,0.2,6,-6
-3.957000e-02,42,0,5.8,-5.8
-3.956000e-02,48,0,5.8,-5.8
-3.955000e-02,48,0.2,5.8,-5.8
-3.954000e-02,48,0.2,5.6,-5.6
-3.953000e-02,54,0,6,-5.8
-3.952000e-02,48,0.2,5.6,-5.8
-3.951000e-02,48,0.2,5.8,-5.8
-3.950000e-02,54,0.2,6,-5.8
-3.949000e-02,42,0.2,5.8,-5.6
-3.948000e-02,54,0.4,6,-5.6
-3.947000e-02,60,0.4,5.6,-5.6
-3.946000e-02,60,0.2,5.8,-5.6
-3.945000e-02,54,0.4,5.8,-5.6
-3.944000e-02,60,0.4,5.8,-5.6
-3.943000e-02,60,0.6,5.8,-5.6
-3.942000e-02,60,0.4,5.8,-5.4
-3.941000e-02,60,0.4,5.8,-5.6
-3.940000e-02,66,0.2,5.8,-5.6
-3.939000e-02,60,0.4,5.8,-5.6
-3.938000e-02,60,0.2,5.8,-5.6
-3.937000e-02,66,0.4,5.8,-5.4
-3.936000e-02,72,0.4,5.8,-5.4
-3.935000e-02,66,0.6,5.6,-5.4
-3.934000e-02,66,0.4,5.6,-5.4
-3.933000e-02,72,0.4,5.6,-5.4
-3.932000e-02,72,0.4,5.6,-5.4
-3.931000e-02,72,0.6,5.6,-5.2
-3.930000e-02,72,0.4,5.4,-5.2
-3.929000e-02,78,0.4,5.6,-5.2
-3.928000e-02,72,0.4,5.4,-5.2
-3.927000e-02,78,0.4,5.6,-5
-3.926000e-02,78,0.4,5.4,-5.2
-3.925000e-02,84,0.4,5.6,-5.2
-3.924000e-02,84,0.4,5.4,-5.2
-3.923000e-02,84,0.4,5.6,-4.8
-3.922000e-02,84,0.4,5.4,-5.2
-3.921000e-02,72,0.4,5.6,-4.8
-3.920000e-02,84,0.4,5.4,-5
-3.919000e-02,90,0.4,5.4,-4.8
-3.918000e-02,84,0.4,5.2,-4.8
-3.917000e-02,78,0.4,5,-5
-3.916000e-02,90,0.4,5.2,-4.8
-3.915000e-02,78,0.4,5.2,-4.6
-3.914000e-02,84,0.2,5.2,-4.6
-3.913000e-02,90,0.4,5.4,-4.8
-3.912000e-02,84,0.4,5.2,-4.8
-3.911000e-02,84,0.4,5.2,-4.8
-3.910000e-02,90,0.6,5,-5
-3.909000e-02,96,0.4,5.2,-5
-3.908000e-02,96,0.4,5.4,-4.8
-3.907000e-02,102,0.4,5,-4.8
-3.906000e-02,96,0.4,4.8,-4.6
-3.905000e-02,96,0.2,5,-4.6
-3.904000e-02,96,0.4,4.8,-4.8
-3.903000e-02,102,0.2,4.8,-4.8
-3.902000e-02,102,0.6,5,-4.6
-3.901000e-02,96,0.2,5,-4.4
-3.900000e-02,96,0.6,4.8,-4.4
-3.899000e-02,102,0.4,5,-4.4
-3.898000e-02,108,0.4,4.8,-4.6
-3.897000e-02,108,0.2,4.8,-4.4
-3.896000e-02,102,0.4,4.8,-4.2
-3.895000e-02,102,0.4,4.8,-4.2
-3.894000e-02,102,0.6,5,-4.6
-3.893000e-02,108,0.6,5,-4.2
-3.892000e-02,108,0.6,5,-4.6
-3.891000e-02,108,0.6,4.8,-4.4
-3.890000e-02,108,0.6,5,-4.2
-3.889000e-02,102,0.8,5,-4.4
-3.888000e-02,114,0.6,4.8,-4.2
-3.887000e-02,108,0.6,4.6,-4.2
-3.886000e-02,114,0.6,4.8,-4
-3.885000e-02,120,0.6,4.8,-4.2
-3.884000e-02,114,0.8,4.8,-4
-3.883000e-02,108,0.6,5,-4
-3.882000e-02,108,0.6,4.8,-4
